,age,job,marital,education,default,balance,housing,loan,contact,duration,campaign,pdays,previous,poutcome,date
18093,36,technician,divorced,secondary,no,664,yes,yes,cellular,266,4,-1,0,unknown,2008-07-30
18094,35,blue-collar,single,unknown,no,217,yes,no,cellular,107,11,-1,0,unknown,2008-07-30
18095,39,services,married,secondary,no,1116,yes,no,cellular,486,2,-1,0,unknown,2008-07-30
18096,53,technician,married,secondary,no,6671,yes,yes,cellular,72,9,-1,0,unknown,2008-07-30
18097,40,admin.,divorced,secondary,no,4,no,no,cellular,63,3,-1,0,unknown,2008-07-30
18098,37,student,divorced,tertiary,no,0,no,no,telephone,100,6,-1,0,unknown,2008-07-30
18099,42,unemployed,single,secondary,no,2613,yes,no,cellular,174,6,-1,0,unknown,2008-07-30
18100,25,admin.,married,secondary,no,242,yes,no,cellular,62,12,-1,0,unknown,2008-07-30
18101,30,services,married,secondary,no,-176,yes,no,cellular,47,31,-1,0,unknown,2008-07-30
18102,32,admin.,married,secondary,no,167,yes,no,cellular,103,6,-1,0,unknown,2008-07-30
18103,55,blue-collar,single,secondary,no,197,no,no,cellular,95,6,-1,0,unknown,2008-07-30
18104,58,management,married,tertiary,no,591,yes,no,cellular,233,3,-1,0,unknown,2008-07-30
18105,30,services,single,secondary,no,726,yes,yes,cellular,109,3,-1,0,unknown,2008-07-30
18106,44,management,married,secondary,no,-665,no,no,cellular,342,3,-1,0,unknown,2008-07-30
18107,27,housemaid,married,primary,no,3,yes,yes,cellular,64,4,-1,0,unknown,2008-07-30
18108,26,admin.,single,secondary,no,443,no,no,cellular,84,3,-1,0,unknown,2008-07-30
18109,31,entrepreneur,married,secondary,no,1302,yes,no,cellular,89,3,-1,0,unknown,2008-07-30
18110,50,management,married,tertiary,no,398,no,no,telephone,1567,5,-1,0,unknown,2008-07-30
18111,33,admin.,married,secondary,no,0,yes,no,cellular,41,5,-1,0,unknown,2008-07-30
18112,44,unknown,single,secondary,no,2023,no,no,cellular,67,21,-1,0,unknown,2008-07-30
18113,45,technician,married,secondary,no,2922,no,no,cellular,153,3,-1,0,unknown,2008-07-30
18114,60,housemaid,married,unknown,no,15681,no,no,cellular,140,3,-1,0,unknown,2008-07-30
18115,43,blue-collar,married,secondary,no,-179,yes,no,cellular,335,6,-1,0,unknown,2008-07-30
18116,55,management,married,tertiary,no,33,yes,no,cellular,246,3,-1,0,unknown,2008-07-30
18117,35,unemployed,single,secondary,no,0,no,no,cellular,740,3,-1,0,unknown,2008-07-30
18118,38,management,married,tertiary,no,-299,yes,no,cellular,86,3,-1,0,unknown,2008-07-30
18119,46,retired,married,secondary,no,119,no,yes,cellular,85,2,-1,0,unknown,2008-07-30
18120,59,management,married,tertiary,no,332,yes,yes,cellular,35,2,-1,0,unknown,2008-07-30
18121,58,retired,divorced,tertiary,no,-1598,yes,no,cellular,104,7,-1,0,unknown,2008-07-30
18122,52,management,divorced,tertiary,no,147,no,no,cellular,90,4,-1,0,unknown,2008-07-30
18123,44,blue-collar,divorced,secondary,no,221,no,no,cellular,149,13,-1,0,unknown,2008-07-30
18124,55,entrepreneur,divorced,secondary,no,1553,no,no,cellular,85,3,-1,0,unknown,2008-07-30
18125,55,self-employed,married,primary,no,2349,no,yes,telephone,350,3,-1,0,unknown,2008-07-30
18126,35,management,married,tertiary,no,-468,yes,no,cellular,540,8,-1,0,unknown,2008-07-30
18127,30,admin.,single,secondary,no,330,no,yes,cellular,115,5,-1,0,unknown,2008-07-30
18128,42,services,divorced,secondary,no,732,no,no,cellular,109,3,-1,0,unknown,2008-07-30
18129,53,management,single,tertiary,no,0,no,no,cellular,595,1,-1,0,unknown,2008-07-30
18130,49,technician,married,secondary,no,1712,yes,no,cellular,155,3,-1,0,unknown,2008-07-30
18131,52,management,divorced,tertiary,no,0,yes,yes,cellular,278,3,-1,0,unknown,2008-07-30
18132,53,blue-collar,married,secondary,no,285,yes,yes,telephone,242,4,-1,0,unknown,2008-07-30
18133,35,blue-collar,married,secondary,no,3188,yes,no,cellular,288,3,-1,0,unknown,2008-07-30
18134,54,unemployed,divorced,secondary,no,3721,yes,no,cellular,163,1,-1,0,unknown,2008-07-30
18135,58,management,married,tertiary,no,230,yes,no,telephone,339,10,-1,0,unknown,2008-07-30
18136,60,retired,married,secondary,no,194,no,yes,cellular,61,5,-1,0,unknown,2008-07-30
18137,43,technician,single,secondary,no,34,no,no,telephone,29,1,-1,0,unknown,2008-07-30
18138,41,services,divorced,secondary,no,97,no,no,cellular,244,3,-1,0,unknown,2008-07-30
18139,53,retired,married,primary,no,0,no,no,cellular,123,1,-1,0,unknown,2008-07-30
18140,37,management,single,tertiary,no,2173,no,no,cellular,352,1,-1,0,unknown,2008-07-30
18141,56,management,divorced,tertiary,no,66,no,yes,cellular,72,4,-1,0,unknown,2008-07-30
18142,57,services,divorced,secondary,no,4664,no,no,cellular,103,1,-1,0,unknown,2008-07-30
18143,31,technician,divorced,secondary,no,-174,no,yes,cellular,113,10,-1,0,unknown,2008-07-30
18144,57,blue-collar,married,primary,no,133,no,yes,cellular,173,4,-1,0,unknown,2008-07-30
18145,44,self-employed,single,secondary,no,0,no,no,cellular,187,3,-1,0,unknown,2008-07-30
18146,40,admin.,married,secondary,yes,-444,no,yes,telephone,168,8,-1,0,unknown,2008-07-30
18147,43,housemaid,married,primary,no,410,yes,yes,cellular,50,2,-1,0,unknown,2008-07-30
18148,51,housemaid,married,primary,no,0,yes,no,telephone,191,3,-1,0,unknown,2008-07-30
18149,40,services,married,secondary,no,251,yes,no,cellular,153,6,-1,0,unknown,2008-07-30
18150,59,management,single,tertiary,no,1180,no,no,cellular,22,3,-1,0,unknown,2008-07-30
18151,39,self-employed,single,tertiary,no,3972,no,no,cellular,122,3,-1,0,unknown,2008-07-30
18152,35,services,married,secondary,no,0,yes,no,cellular,251,3,-1,0,unknown,2008-07-30
18153,26,blue-collar,single,secondary,no,856,yes,yes,cellular,95,5,-1,0,unknown,2008-07-30
18154,58,blue-collar,married,primary,no,128,yes,no,telephone,49,5,-1,0,unknown,2008-07-30
18155,55,management,married,tertiary,no,2366,yes,yes,cellular,94,4,-1,0,unknown,2008-07-30
18156,55,unemployed,married,secondary,no,2489,no,no,cellular,207,1,-1,0,unknown,2008-07-30
18157,53,unemployed,married,secondary,no,2248,yes,no,cellular,122,1,-1,0,unknown,2008-07-30
18158,42,services,married,unknown,no,1340,no,yes,cellular,88,5,-1,0,unknown,2008-07-30
18159,44,services,married,secondary,no,1326,no,no,cellular,96,1,-1,0,unknown,2008-07-30
18160,40,self-employed,single,tertiary,no,819,no,no,cellular,100,3,-1,0,unknown,2008-07-30
18161,59,retired,divorced,secondary,no,679,no,no,cellular,761,4,-1,0,unknown,2008-07-30
18162,45,technician,divorced,secondary,no,167,no,no,cellular,97,11,-1,0,unknown,2008-07-30
18163,46,unemployed,divorced,secondary,no,0,no,no,cellular,638,3,-1,0,unknown,2008-07-30
18164,40,blue-collar,married,secondary,no,384,no,yes,cellular,142,3,-1,0,unknown,2008-07-30
18165,42,entrepreneur,married,unknown,no,206,yes,no,cellular,695,2,-1,0,unknown,2008-07-30
18166,45,management,married,tertiary,no,1300,no,no,cellular,135,3,-1,0,unknown,2008-07-30
18167,37,admin.,married,unknown,no,892,yes,no,cellular,269,17,-1,0,unknown,2008-07-30
18168,57,retired,divorced,secondary,no,39,yes,no,cellular,354,3,-1,0,unknown,2008-07-30
18169,48,blue-collar,married,secondary,no,305,no,no,telephone,169,3,-1,0,unknown,2008-07-30
18170,56,services,married,secondary,no,5486,yes,no,cellular,251,3,-1,0,unknown,2008-07-30
18171,27,management,single,tertiary,no,1,yes,no,cellular,764,4,-1,0,unknown,2008-07-30
18172,46,entrepreneur,married,secondary,no,4000,no,no,cellular,251,3,-1,0,unknown,2008-07-30
18173,60,housemaid,married,primary,no,921,no,no,telephone,23,15,-1,0,unknown,2008-07-30
18174,46,technician,married,tertiary,no,16,no,no,cellular,121,3,-1,0,unknown,2008-07-30
18175,48,admin.,married,tertiary,no,1015,no,yes,telephone,100,3,-1,0,unknown,2008-07-30
18176,36,blue-collar,married,secondary,no,0,yes,no,cellular,184,6,-1,0,unknown,2008-07-30
18177,36,admin.,married,secondary,no,251,no,no,cellular,180,7,-1,0,unknown,2008-07-30
18178,30,self-employed,single,tertiary,no,166,no,no,cellular,151,4,-1,0,unknown,2008-07-30
18179,31,blue-collar,married,secondary,no,29,no,no,cellular,130,3,-1,0,unknown,2008-07-30
18180,47,management,married,tertiary,no,337,no,no,telephone,300,5,-1,0,unknown,2008-07-30
18181,59,management,married,tertiary,no,123,yes,no,cellular,70,6,-1,0,unknown,2008-07-30
18182,30,admin.,single,secondary,no,285,yes,no,cellular,68,11,-1,0,unknown,2008-07-30
18183,29,blue-collar,married,secondary,no,1175,yes,yes,cellular,141,4,-1,0,unknown,2008-07-30
18184,51,services,married,secondary,no,-437,no,yes,cellular,130,3,-1,0,unknown,2008-07-30
18185,53,management,divorced,tertiary,yes,0,yes,yes,cellular,75,5,-1,0,unknown,2008-07-30
18186,45,management,married,tertiary,no,81,no,yes,cellular,61,3,-1,0,unknown,2008-07-30
18187,58,technician,married,secondary,no,86,no,no,cellular,95,3,-1,0,unknown,2008-07-30
18188,56,unemployed,divorced,tertiary,no,0,yes,no,cellular,1259,6,-1,0,unknown,2008-07-30
18189,27,technician,single,secondary,no,489,yes,no,cellular,356,4,-1,0,unknown,2008-07-30
18190,34,admin.,married,primary,no,412,yes,no,cellular,134,2,-1,0,unknown,2008-07-30
18191,25,blue-collar,married,secondary,no,-288,no,yes,cellular,311,4,-1,0,unknown,2008-07-30
18192,49,admin.,divorced,secondary,no,769,no,no,cellular,157,4,-1,0,unknown,2008-07-30
18193,27,housemaid,single,secondary,yes,-319,no,yes,cellular,89,2,-1,0,unknown,2008-07-30
18194,46,management,married,tertiary,no,37,yes,no,cellular,239,4,-1,0,unknown,2008-07-30
18195,36,housemaid,married,primary,no,78,yes,no,telephone,2692,9,-1,0,unknown,2008-07-30
18196,30,management,single,secondary,no,-62,no,yes,cellular,117,17,-1,0,unknown,2008-07-30
18197,56,technician,divorced,unknown,no,1939,yes,no,cellular,121,3,-1,0,unknown,2008-07-30
18198,59,housemaid,divorced,primary,no,2518,no,no,cellular,675,3,-1,0,unknown,2008-07-30
18199,38,technician,single,unknown,no,1923,no,no,cellular,331,4,-1,0,unknown,2008-07-30
18200,43,admin.,married,secondary,no,2682,no,no,cellular,103,8,-1,0,unknown,2008-07-30
18201,39,management,married,tertiary,no,346,no,no,cellular,230,3,-1,0,unknown,2008-07-30
18202,48,self-employed,married,tertiary,no,0,no,no,cellular,100,5,-1,0,unknown,2008-07-30
18203,27,services,divorced,secondary,no,397,no,yes,cellular,192,3,-1,0,unknown,2008-07-30
18204,43,blue-collar,single,primary,no,2,yes,no,cellular,783,3,-1,0,unknown,2008-07-30
18205,34,technician,single,tertiary,no,184,yes,no,cellular,87,3,-1,0,unknown,2008-07-30
18206,44,services,married,secondary,no,972,yes,no,cellular,294,3,-1,0,unknown,2008-07-30
18207,40,management,single,tertiary,no,89,yes,no,cellular,96,6,-1,0,unknown,2008-07-30
18208,41,admin.,married,secondary,no,1705,no,no,cellular,92,3,-1,0,unknown,2008-07-30
18209,36,services,married,secondary,no,0,yes,no,cellular,54,12,-1,0,unknown,2008-07-30
18210,36,services,married,secondary,no,-11,yes,no,cellular,172,28,-1,0,unknown,2008-07-30
18211,39,technician,married,tertiary,no,-1099,yes,no,cellular,56,9,-1,0,unknown,2008-07-30
18212,30,management,single,tertiary,yes,35,no,no,cellular,185,4,-1,0,unknown,2008-07-30
18213,59,management,divorced,tertiary,no,0,no,no,telephone,196,3,-1,0,unknown,2008-07-30
18214,25,admin.,single,secondary,no,230,no,no,telephone,394,14,-1,0,unknown,2008-07-30
18215,51,housemaid,married,primary,no,1337,no,no,telephone,74,6,-1,0,unknown,2008-07-30
18216,43,admin.,married,secondary,no,378,no,no,cellular,782,8,-1,0,unknown,2008-07-30
18217,53,blue-collar,married,secondary,no,2047,no,no,telephone,342,6,-1,0,unknown,2008-07-30
18218,33,management,divorced,secondary,no,321,no,yes,cellular,151,10,-1,0,unknown,2008-07-30
18219,48,housemaid,married,primary,no,283,yes,no,telephone,383,7,-1,0,unknown,2008-07-30
18220,52,management,married,secondary,no,0,no,no,cellular,249,3,-1,0,unknown,2008-07-30
18221,54,technician,single,secondary,no,23,no,no,cellular,93,4,-1,0,unknown,2008-07-30
18222,40,management,married,tertiary,no,423,yes,no,cellular,134,24,-1,0,unknown,2008-07-30
18223,59,blue-collar,married,primary,no,-209,no,no,telephone,215,3,-1,0,unknown,2008-07-30
18224,37,admin.,single,tertiary,no,869,no,no,cellular,60,8,-1,0,unknown,2008-07-30
18225,49,blue-collar,married,secondary,no,395,no,yes,cellular,188,3,-1,0,unknown,2008-07-30
18226,30,management,married,tertiary,no,160,yes,no,cellular,83,4,-1,0,unknown,2008-07-30
18227,39,blue-collar,married,secondary,no,8,no,no,cellular,88,3,-1,0,unknown,2008-07-30
18228,35,unemployed,married,unknown,no,144,no,no,cellular,187,3,-1,0,unknown,2008-07-30
18229,29,blue-collar,married,primary,no,630,yes,no,cellular,219,5,-1,0,unknown,2008-07-30
18230,44,self-employed,married,unknown,no,680,yes,no,telephone,84,4,-1,0,unknown,2008-07-30
18231,44,services,married,secondary,no,742,no,no,telephone,77,5,-1,0,unknown,2008-07-30
18232,26,services,married,secondary,yes,13,yes,yes,cellular,21,25,-1,0,unknown,2008-07-30
18233,26,self-employed,single,tertiary,no,50,no,no,cellular,160,4,-1,0,unknown,2008-07-30
18234,33,management,married,tertiary,no,89,yes,no,cellular,61,4,-1,0,unknown,2008-07-30
18235,55,retired,married,secondary,no,4194,no,yes,telephone,208,3,-1,0,unknown,2008-07-30
18236,40,management,single,secondary,no,900,yes,no,cellular,84,2,-1,0,unknown,2008-07-30
18237,29,admin.,single,secondary,no,345,yes,yes,cellular,98,13,-1,0,unknown,2008-07-30
18238,39,technician,single,secondary,no,391,no,yes,cellular,962,4,-1,0,unknown,2008-07-30
18239,35,technician,married,secondary,yes,-1322,yes,no,cellular,105,11,-1,0,unknown,2008-07-30
18240,56,unemployed,married,unknown,no,846,yes,no,telephone,213,7,-1,0,unknown,2008-07-30
18241,44,blue-collar,married,secondary,no,5414,no,no,cellular,166,4,-1,0,unknown,2008-07-30
18242,51,services,married,secondary,no,393,yes,yes,cellular,111,8,-1,0,unknown,2008-07-30
18243,33,unemployed,married,secondary,no,-144,no,no,cellular,481,3,-1,0,unknown,2008-07-30
18244,44,services,married,secondary,no,3536,no,no,cellular,106,6,-1,0,unknown,2008-07-31
18245,41,blue-collar,married,primary,no,1500,yes,no,cellular,101,6,-1,0,unknown,2008-07-31
18246,40,services,divorced,secondary,no,694,yes,no,cellular,75,14,-1,0,unknown,2008-07-31
18247,30,admin.,single,secondary,no,394,yes,yes,cellular,75,3,-1,0,unknown,2008-07-31
18248,34,admin.,married,secondary,no,244,yes,no,cellular,56,4,-1,0,unknown,2008-07-31
18249,57,blue-collar,divorced,secondary,no,644,no,yes,cellular,263,4,-1,0,unknown,2008-07-31
18250,50,technician,married,tertiary,no,3337,yes,yes,telephone,24,14,-1,0,unknown,2008-07-31
18251,43,admin.,married,secondary,no,0,no,no,cellular,408,8,-1,0,unknown,2008-07-31
18252,35,management,married,tertiary,no,11,no,no,cellular,22,19,-1,0,unknown,2008-07-31
18253,27,services,single,secondary,no,0,yes,no,cellular,35,6,-1,0,unknown,2008-07-31
18254,30,admin.,married,secondary,no,116,yes,no,cellular,15,19,-1,0,unknown,2008-07-31
18255,39,admin.,married,secondary,no,70,yes,no,cellular,13,11,-1,0,unknown,2008-07-31
18256,56,management,married,tertiary,no,25290,no,no,cellular,81,12,-1,0,unknown,2008-07-31
18257,54,management,married,tertiary,no,1938,yes,no,telephone,81,7,-1,0,unknown,2008-07-31
18258,44,management,single,tertiary,no,670,yes,no,cellular,435,6,-1,0,unknown,2008-07-31
18259,53,entrepreneur,married,tertiary,no,17410,no,no,cellular,59,6,-1,0,unknown,2008-07-31
18260,45,blue-collar,married,secondary,no,726,yes,no,cellular,175,6,-1,0,unknown,2008-07-31
18261,41,services,married,unknown,no,5980,yes,no,cellular,150,3,-1,0,unknown,2008-07-31
18262,46,technician,married,secondary,no,5681,no,no,telephone,43,5,-1,0,unknown,2008-07-31
18263,59,management,divorced,tertiary,no,0,yes,no,cellular,52,8,-1,0,unknown,2008-07-31
18264,56,management,married,secondary,no,208,no,yes,telephone,84,6,-1,0,unknown,2008-07-31
18265,45,management,divorced,secondary,no,51,yes,no,cellular,67,8,-1,0,unknown,2008-07-31
18266,58,management,married,tertiary,no,0,no,no,cellular,85,4,-1,0,unknown,2008-07-31
18267,38,unemployed,married,primary,no,311,no,no,telephone,80,11,-1,0,unknown,2008-07-31
18268,34,management,married,tertiary,no,82,no,no,cellular,134,5,-1,0,unknown,2008-07-31
18269,43,admin.,married,secondary,no,1996,no,yes,cellular,34,3,-1,0,unknown,2008-07-31
18270,46,management,married,secondary,no,1114,no,no,cellular,87,8,-1,0,unknown,2008-07-31
18271,48,management,married,tertiary,no,10347,yes,no,cellular,153,6,-1,0,unknown,2008-07-31
18272,54,services,married,secondary,no,2061,yes,no,telephone,301,7,-1,0,unknown,2008-07-31
18273,59,blue-collar,married,primary,no,80,yes,no,telephone,46,21,-1,0,unknown,2008-07-31
18274,59,retired,married,unknown,no,201,no,no,cellular,69,7,-1,0,unknown,2008-07-31
18275,41,management,single,secondary,no,1138,no,no,cellular,283,18,-1,0,unknown,2008-07-31
18276,38,technician,married,secondary,yes,0,no,yes,cellular,44,28,-1,0,unknown,2008-07-31
18277,41,technician,single,secondary,no,3023,no,no,cellular,616,3,-1,0,unknown,2008-07-31
18278,46,admin.,married,secondary,no,526,no,yes,cellular,251,3,-1,0,unknown,2008-07-31
18279,59,blue-collar,divorced,primary,no,4399,yes,no,telephone,69,8,-1,0,unknown,2008-07-31
18280,48,blue-collar,married,primary,no,816,yes,no,cellular,114,7,-1,0,unknown,2008-07-31
18281,44,services,married,secondary,no,0,no,no,cellular,160,5,-1,0,unknown,2008-07-31
18282,43,admin.,married,secondary,no,352,no,yes,cellular,165,4,-1,0,unknown,2008-07-31
18283,27,technician,single,secondary,no,0,no,no,cellular,13,3,-1,0,unknown,2008-07-31
18284,42,self-employed,married,tertiary,no,0,yes,no,telephone,650,19,-1,0,unknown,2008-07-31
18285,37,blue-collar,married,secondary,no,417,no,no,cellular,1212,5,-1,0,unknown,2008-07-31
18286,49,retired,divorced,secondary,no,224,no,yes,cellular,79,4,-1,0,unknown,2008-07-31
18287,53,retired,married,primary,no,118,no,no,telephone,176,5,-1,0,unknown,2008-07-31
18288,37,admin.,single,secondary,no,483,no,no,cellular,11,11,-1,0,unknown,2008-07-31
18289,35,technician,single,secondary,no,161,yes,yes,cellular,175,4,-1,0,unknown,2008-07-31
18290,38,admin.,married,tertiary,no,1209,no,no,cellular,98,5,-1,0,unknown,2008-07-31
18291,47,entrepreneur,married,secondary,no,404,no,no,telephone,125,7,-1,0,unknown,2008-07-31
18292,30,management,single,tertiary,no,47,no,yes,cellular,11,17,-1,0,unknown,2008-07-31
18293,58,blue-collar,married,primary,no,0,yes,no,cellular,5,25,-1,0,unknown,2008-07-31
18294,33,entrepreneur,married,tertiary,no,1636,no,no,cellular,8,25,-1,0,unknown,2008-07-31
18295,45,management,married,tertiary,no,385,no,yes,cellular,12,16,-1,0,unknown,2008-07-31
18296,36,self-employed,single,tertiary,no,1240,no,no,cellular,812,3,-1,0,unknown,2008-07-31
18297,35,technician,single,tertiary,no,6763,no,no,telephone,23,4,-1,0,unknown,2008-07-31
18298,28,management,single,tertiary,no,1837,yes,no,telephone,49,3,-1,0,unknown,2008-07-31
18299,42,admin.,married,secondary,no,3842,no,no,cellular,130,4,-1,0,unknown,2008-07-31
18300,46,admin.,single,secondary,no,272,no,no,cellular,149,4,-1,0,unknown,2008-07-31
18301,41,management,single,tertiary,no,0,no,no,cellular,24,4,-1,0,unknown,2008-07-31
18302,34,technician,single,tertiary,no,-554,yes,yes,cellular,68,3,-1,0,unknown,2008-07-31
18303,45,blue-collar,married,primary,no,-60,no,no,cellular,110,4,-1,0,unknown,2008-07-31
18304,46,management,married,tertiary,no,1139,no,no,cellular,466,4,-1,0,unknown,2008-07-31
18305,51,blue-collar,married,primary,no,63,yes,yes,cellular,87,4,-1,0,unknown,2008-07-31
18306,45,admin.,married,secondary,no,194,no,no,cellular,517,4,-1,0,unknown,2008-07-31
18307,23,housemaid,married,tertiary,no,1226,no,no,cellular,350,4,-1,0,unknown,2008-07-31
18308,47,management,married,unknown,no,4567,no,no,telephone,921,4,-1,0,unknown,2008-07-31
18309,48,retired,married,primary,no,1591,no,no,cellular,217,4,-1,0,unknown,2008-07-31
18310,35,blue-collar,divorced,primary,no,1792,yes,no,cellular,630,6,-1,0,unknown,2008-07-31
18311,50,unemployed,divorced,tertiary,no,64,no,no,cellular,81,6,-1,0,unknown,2008-07-31
18312,37,management,married,unknown,yes,62,yes,no,cellular,85,4,-1,0,unknown,2008-07-31
18313,40,admin.,single,secondary,no,816,no,no,cellular,114,8,-1,0,unknown,2008-07-31
18314,35,services,married,secondary,no,1694,no,yes,cellular,55,6,-1,0,unknown,2008-07-31
18315,50,blue-collar,married,secondary,no,37,yes,yes,cellular,28,2,-1,0,unknown,2008-07-31
18316,53,blue-collar,married,primary,no,880,no,no,cellular,207,4,-1,0,unknown,2008-07-31
18317,37,entrepreneur,married,primary,no,62,no,no,cellular,404,2,-1,0,unknown,2008-07-31
18318,39,services,divorced,secondary,no,42,no,no,cellular,75,2,-1,0,unknown,2008-07-31
18319,50,blue-collar,married,unknown,no,2284,yes,no,telephone,1088,17,-1,0,unknown,2008-07-31
18320,55,technician,married,secondary,no,264,yes,yes,cellular,1150,5,-1,0,unknown,2008-07-31
18321,56,technician,married,unknown,no,689,no,no,cellular,232,2,-1,0,unknown,2008-07-31
18322,57,management,married,tertiary,no,179,no,no,cellular,190,2,-1,0,unknown,2008-07-31
18323,52,blue-collar,single,secondary,no,-477,no,no,cellular,37,4,-1,0,unknown,2008-07-31
18324,37,technician,married,secondary,no,703,no,no,cellular,92,2,-1,0,unknown,2008-07-31
18325,31,admin.,married,secondary,no,377,no,no,cellular,384,4,-1,0,unknown,2008-07-31
18326,50,technician,married,secondary,no,1518,no,yes,cellular,321,2,-1,0,unknown,2008-07-31
18327,36,management,married,tertiary,no,-381,yes,no,cellular,30,29,-1,0,unknown,2008-07-31
18328,37,technician,married,tertiary,no,7,yes,yes,cellular,18,10,-1,0,unknown,2008-07-31
18329,47,blue-collar,married,secondary,no,1968,yes,no,cellular,394,2,-1,0,unknown,2008-07-31
18330,42,admin.,single,tertiary,no,634,no,no,cellular,451,2,-1,0,unknown,2008-07-31
18331,53,entrepreneur,married,unknown,no,28,no,no,cellular,117,2,-1,0,unknown,2008-07-31
18332,46,blue-collar,married,secondary,no,870,no,yes,cellular,87,2,-1,0,unknown,2008-07-31
18333,41,blue-collar,married,secondary,no,750,yes,no,cellular,207,2,-1,0,unknown,2008-07-31
18334,40,entrepreneur,divorced,tertiary,no,992,yes,no,cellular,196,2,-1,0,unknown,2008-07-31
18335,44,technician,divorced,primary,no,538,no,no,cellular,196,2,-1,0,unknown,2008-07-31
18336,37,technician,married,secondary,no,1063,yes,no,cellular,413,2,-1,0,unknown,2008-07-31
18337,37,blue-collar,married,primary,no,153,no,yes,cellular,15,26,-1,0,unknown,2008-07-31
18338,39,services,married,secondary,no,124,yes,no,cellular,81,5,-1,0,unknown,2008-07-31
18339,41,technician,married,secondary,no,799,no,no,cellular,125,6,-1,0,unknown,2008-07-31
18340,42,management,married,tertiary,no,4617,yes,no,cellular,543,2,-1,0,unknown,2008-07-31
18341,33,self-employed,married,secondary,no,0,yes,no,cellular,14,23,-1,0,unknown,2008-07-31
18342,55,housemaid,divorced,unknown,no,603,no,no,telephone,91,2,-1,0,unknown,2008-07-31
18343,32,entrepreneur,single,primary,no,1770,no,yes,cellular,70,6,-1,0,unknown,2008-07-31
18344,48,blue-collar,married,secondary,no,-404,yes,no,cellular,130,3,-1,0,unknown,2008-07-31
18345,35,services,married,primary,no,14,no,yes,cellular,151,8,-1,0,unknown,2008-07-31
18346,25,blue-collar,married,secondary,no,2307,yes,no,cellular,104,5,-1,0,unknown,2008-07-31
18347,45,self-employed,married,secondary,no,830,no,no,cellular,468,2,-1,0,unknown,2008-07-31
18348,51,entrepreneur,married,unknown,no,3404,no,no,cellular,44,7,-1,0,unknown,2008-07-31
18349,58,retired,married,secondary,no,53,no,no,cellular,102,2,-1,0,unknown,2008-07-31
18350,37,blue-collar,married,primary,no,704,yes,no,cellular,183,2,-1,0,unknown,2008-07-31
18351,27,technician,single,secondary,no,3267,no,yes,cellular,62,13,-1,0,unknown,2008-07-31
18352,36,technician,married,tertiary,no,571,yes,yes,cellular,46,3,-1,0,unknown,2008-07-31
18353,35,technician,married,tertiary,no,108,yes,no,cellular,65,3,-1,0,unknown,2008-07-31
18354,52,retired,divorced,primary,no,353,no,no,cellular,395,4,-1,0,unknown,2008-07-31
18355,38,blue-collar,married,secondary,no,264,yes,no,telephone,15,2,-1,0,unknown,2008-07-31
18356,36,blue-collar,married,secondary,no,462,no,no,cellular,474,2,-1,0,unknown,2008-07-31
18357,44,management,married,tertiary,no,0,yes,no,cellular,49,5,-1,0,unknown,2008-07-31
18358,48,self-employed,married,secondary,no,884,yes,no,cellular,118,2,-1,0,unknown,2008-07-31
18359,44,management,single,tertiary,no,617,no,no,telephone,30,2,-1,0,unknown,2008-07-31
18360,57,entrepreneur,married,unknown,no,20584,no,no,telephone,28,2,-1,0,unknown,2008-07-31
18361,49,unemployed,married,secondary,no,13818,no,no,cellular,221,2,-1,0,unknown,2008-07-31
18362,52,management,married,tertiary,no,4358,no,no,telephone,30,7,-1,0,unknown,2008-07-31
18363,42,management,divorced,tertiary,no,580,yes,no,cellular,216,2,-1,0,unknown,2008-07-31
18364,35,housemaid,divorced,secondary,no,39,no,no,cellular,149,2,-1,0,unknown,2008-07-31
18365,27,blue-collar,single,secondary,no,677,no,yes,telephone,110,8,-1,0,unknown,2008-07-31
18366,36,blue-collar,married,secondary,no,723,yes,no,cellular,101,2,-1,0,unknown,2008-07-31
18367,32,management,single,tertiary,no,29,yes,no,cellular,49,24,-1,0,unknown,2008-07-31
18368,43,self-employed,married,secondary,no,5317,no,no,cellular,244,2,-1,0,unknown,2008-07-31
18369,42,admin.,divorced,secondary,no,490,no,no,cellular,196,4,-1,0,unknown,2008-07-31
18370,39,services,married,secondary,yes,-697,yes,no,cellular,423,2,-1,0,unknown,2008-07-31
18371,37,blue-collar,married,secondary,no,2924,no,no,cellular,74,2,-1,0,unknown,2008-07-31
18372,41,management,married,unknown,no,944,no,no,cellular,81,2,-1,0,unknown,2008-07-31
18373,46,self-employed,married,secondary,no,390,yes,no,cellular,208,2,-1,0,unknown,2008-07-31
18374,59,retired,married,primary,no,3079,no,no,telephone,19,2,-1,0,unknown,2008-07-31
18375,53,management,divorced,tertiary,no,3158,no,no,cellular,126,23,-1,0,unknown,2008-07-31
18376,48,management,married,unknown,no,970,no,no,cellular,67,2,-1,0,unknown,2008-07-31
18377,35,services,single,secondary,no,1742,yes,no,cellular,39,2,-1,0,unknown,2008-07-31
18378,40,blue-collar,single,secondary,no,1953,no,no,telephone,78,2,-1,0,unknown,2008-07-31
18379,38,admin.,married,tertiary,no,669,yes,yes,cellular,129,2,-1,0,unknown,2008-07-31
18380,42,technician,married,primary,no,275,no,no,cellular,51,9,-1,0,unknown,2008-07-31
